MZ	Intensity
17.18395	16575
17.41005	16575
17.63631	16563
17.86274	16439
18.08934	16306
18.31610	16121
18.54302	15998
18.77012	15779
18.99737	15563
19.22479	15181
19.45238	14866
19.68013	14642
19.90805	14563
20.13613	14585
20.36438	14572
20.59279	14598
20.82137	14384
21.05012	14097
21.27903	13719
21.50810	13475
21.73734	13240
21.96675	13218
22.19632	13084
22.42606	12871
22.65596	12646
22.88602	12387
23.11626	12230
23.34665	12143
23.57722	11940
23.80794	11899
24.03884	11922
24.26990	11888
24.50112	11910
24.73251	11992
24.96406	12132
25.19578	12156
25.42767	12201
25.65972	12332
25.89194	12492
26.12432	12665
26.35687	13070
26.58958	14220
26.82245	15352
27.05550	15838
27.28871	16079
27.52208	16068
27.75562	16019
27.98932	16023
28.22319	16074
28.45723	16081
28.69143	16080
28.92579	16121
29.16032	16256
29.39502	16441
29.62988	16525
29.86491	16517
30.10010	16437
30.33545	16339
30.57098	16280
30.80667	16233
31.04252	16141
31.27854	16038
31.51472	15906
31.75107	15768
31.98758	15674
32.22426	15495
32.46111	15261
32.69812	15070
32.93530	15056
33.17264	14998
33.41014	14939
33.64782	14852
33.88565	14722
34.12366	14625
34.36182	14456
34.60016	14313
34.83866	14187
35.07732	14055
35.31615	13808
35.55514	13621
35.79430	13439
36.03363	13279
36.27312	13098
36.51277	12940
36.75259	12855
36.99258	12720
37.23273	12535
37.47305	12349
37.71353	12204
37.95418	12068
38.19499	11907
38.43597	11752
38.67712	11592
38.91842	11484
39.15990	11386
39.40154	11266
39.64334	11235
39.88531	11201
40.12745	11196
40.36975	11207
40.61222	11289
40.85485	11195
41.09765	11211
41.34061	11199
41.58374	11211
41.82703	11317
42.07049	11493
42.31411	11740
42.55790	11987
42.80185	12330
43.04597	12599
43.29026	12879
43.53471	13157
43.77932	13474
44.02410	13758
44.26905	13887
44.51416	14064
44.75944	14175
45.00488	14338
45.25049	14446
45.49626	14635
45.74220	14967
45.98830	15228
46.23457	15344
46.48101	15301
46.72761	15216
46.97437	15156
47.22130	15130
47.46840	15013
47.71566	14829
47.96308	14534
48.21067	14194
48.45843	13960
48.70635	13809
48.95444	13605
49.20269	13483
49.45111	13305
49.69970	13177
49.94844	13082
50.19736	13115
50.44644	13130
50.69568	13039
50.94509	13097
51.19467	13313
51.44441	13510
51.69431	13443
51.94439	13300
52.19462	13277
52.44502	13233
52.69559	13155
52.94632	12986
53.19722	12743
53.44829	12453
53.69951	12183
53.95091	11977
54.20247	11858
54.45419	11692
54.70608	11485
54.95814	11279
55.21036	11235
55.46274	11184
55.71529	11163
55.96801	11138
56.22089	11071
56.47394	11033
56.72715	11083
56.98053	11282
57.23407	11423
57.48778	11770
57.74166	12285
57.99570	12873
58.24990	13137
58.50427	13279
58.75880	13477
59.01351	13798
59.26837	14096
59.52340	14298
59.77860	14446
60.03396	14578
60.28949	14643
60.54518	14423
60.80104	14290
61.05706	14398
61.31325	14647
61.56960	14809
61.82612	14921
62.08281	15124
62.33966	15330
62.59667	15419
62.85385	15392
63.11120	15426
63.36871	15664
63.62638	16099
63.88423	16431
64.14223	16415
64.40041	16415
64.65874	16410
64.91725	16417
65.17591	16484
65.43475	16550
65.69375	16575
65.95291	16530
66.21224	16409
66.47174	16238
66.73140	15988
66.99122	15673
67.25121	15469
67.51137	15267
67.77169	14866
68.03218	14139
